Altium Designer Pick and Place Locations
C:\Documents\Altium\SM_Project\QUANTUM\Time-Card าลอุ.467883.001\รอัั ฬฮฤำหศ\UBlox\าลอุ.468157.03 RCB-F9T\Altium\ECAD\V1\Project Outputs for GPS-RCB-F9T\GPS-RCB-F9T_rev.1.0_Pick&Place 2025-04-23 18-24\GPS-RCB-F9T_rev.1.0_Pick&Place 2025-04-23 18-24.csv

========================================================================================================================
File Design Information:

Date:       23.04.25
Time:       18:24
Revision:   3919960842409d0e30491195dad4b40feba45b2d
Variant:    No variations
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Layer","Comment","Description"
"C1","CAPC1005X055N","41.5290","11.6840","0","TopLayer","Murata_GRM155R61E105KA12D","CAP, CER, X5R, 1UF, 10%, 25V, 0402, 0.55MM T"
"C2","CAPC1005X055N","41.5290","13.0810","0","TopLayer","Murata_GRM155R61E105KA12D","CAP, CER, X5R, 1UF, 10%, 25V, 0402, 0.55MM T"
"C3","CAPC1005X055N","41.5290","15.2400","0","TopLayer","Murata_GRM155R61E105KA12D","CAP, CER, X5R, 1UF, 10%, 25V, 0402, 0.55MM T"
"C4","CAPC1005X055N","41.5290","16.6370","0","TopLayer","Murata_GRM155R61E105KA12D","CAP, CER, X5R, 1UF, 10%, 25V, 0402, 0.55MM T"
"C5","CAPC1005X055N","32.3850","26.0350","90","TopLayer","Murata_GRM155R61E105KA12D","CAP, CER, X5R, 1UF, 10%, 25V, 0402, 0.55MM T"
"C6","FP-0402-L_1_0_0_05-W_0_5-IPC_B","53.8929","11.0236","0","TopLayer","100nF","None"
"C7","FP-0402-L_1_0_0_05-W_0_5-IPC_B","14.9860","13.5890","180","TopLayer","100nF","None"
"C8","FP-0402-L_1_0_0_05-W_0_5-IPC_B","19.4310","19.7104","180","TopLayer","100nF","None"
"C9","FP-0402-L_1_0_0_05-W_0_5-IPC_B","18.9169","17.5487","180","TopLayer","100nF","None"
"C10","FP-GRM033-0_03-IPC_B","12.7000","16.5100","180","TopLayer","10nF","Chip Multilayer Ceramic Capacitors for General Purpose, 0201, 10000pF, X7R, 15%, 10%, 16V"
"D1","FP-PESD0402-MFG","10.9220","18.9230","90","TopLayer","PESD0402-140","TVS DIODE 14V 40V 0402"
"J1","NRPN042MAMS-RC","61.0700","11.2800","180","TopLayer","NRPN042MAMS-RC","Dual Row 8 Position 2 mm Pitch Surface Mount Header"
