Altium Designer Pick and Place Locations
C:\Users\julianstj\Desktop\WorkNotes\Projects\PTP\CheapPTM\I225\ECAD\Project Outputs for MiniPTM\Pick Place for MiniPTM.csv

========================================================================================================================
File Design Information:

Date:       27/08/23
Time:       10:32
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"L5","742792780","TopLayer","SMD-0402","2117.995","-1117.794","270","SMD EMI Suppression Ferrite Bead WE-CBF, Z = 220 Ohm"
"L4","742792780","TopLayer","SMD-0402","2177.977","-2049.890","90","SMD EMI Suppression Ferrite Bead WE-CBF, Z = 220 Ohm"
"L3","742792780","TopLayer","SMD-0402","2251.448","-1120.826","270","SMD EMI Suppression Ferrite Bead WE-CBF, Z = 220 Ohm"
"L2","742792780","TopLayer","SMD-0402","2105.028","-2048.086","90","SMD EMI Suppression Ferrite Bead WE-CBF, Z = 220 Ohm"
"L1","1uH_4.5A_27mOhm","TopLayer","FP-IHLP-1616BZ-FP_1_8545x-MFG","663.317","-3345.934","270","Fixed Inductors Commercial Low DCR Series SMT 1uH 4.5A 27mO 20%"
"J38","39-30-0040","TopLayer","FP-39-30-0040-MFG","3420.827","-571.044","90","CONN HEADER R/A 4POS 4.2MM"
"J5","U77A461M2081","TopLayer","AMPHENOL_U77A461M2081","820.866","-1573.622","270",""
"FB5","742792641","TopLayer","FP-742792641-MFG","2873.539","-2139.356","90","FERRITE BEAD 300 OHM 0603 1LN"
"FB4","BLM18KG221SN1D","BottomLayer","FP-BLM18-0_15-t0_8-IPC_B","1335.324","-1191.503","0","Chip Ferrite Bead, 0603, 220O @ 100MHz, 0.05O, 25%, 2.2A"
"FB3","BLM18KG221SN1D","BottomLayer","FP-BLM18-0_15-t0_8-IPC_B","1335.324","-1352.948","0","Chip Ferrite Bead, 0603, 220O @ 100MHz, 0.05O, 25%, 2.2A"
"FB2","BLM18KG221SN1D","BottomLayer","FP-BLM18-0_15-t0_8-IPC_B","1453.349","-667.322","180","Chip Ferrite Bead, 0603, 220O @ 100MHz, 0.05O, 25%, 2.2A"
"FB1","BLM18KG221SN1D","BottomLayer","FP-BLM18-0_15-t0_8-IPC_B","1454.818","-761.811","180","Chip Ferrite Bead, 0603, 220O @ 100MHz, 0.05O, 25%, 2.2A"
"D23","SMDJ12A","TopLayer","FP-DO-214AB_SMC_J-Bend-MFG","2468.702","-599.409","270","TVS DIODE 12V 19.9V DO214AB"
"D20","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","2530.680","-2369.229","180","LED GREEN CLEAR SMD"
"D12","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","2506.430","-3395.656","0","LED GREEN CLEAR SMD"
"D11","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","-234.252","72.835","90","LED GREEN CLEAR SMD"
"D10","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","-234.252","-84.645","90","LED GREEN CLEAR SMD"
"D9","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","-224.675","-3743.991","90","LED GREEN CLEAR SMD"
"D4","BAT54CWT1G","TopLayer","ONSC-SOT-323-3-419-04_V","2175.532","-3166.830","0","Dual Series Cathode Schottky Barrier Diodes, 3-Pin SOT-323, Pb-Free, Tape and Reel"
"D3","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","-234.251","-242.126","90","LED GREEN CLEAR SMD"
"D2","BAT54CWT1G","TopLayer","ONSC-SOT-323-3-419-04_V","1466.065","-2963.579","90","Dual Series Cathode Schottky Barrier Diodes, 3-Pin SOT-323, Pb-Free, Tape and Reel"
"D1","8240136","TopLayer","SOT143-4L","171.260","-3211.113","90","TVS Diode WE-TVS-HS, VRWM=3.3V"
"CR1","MBRD10200CT-13","TopLayer","TO252(DPAK)_DIO","2901.396","-753.936","90","No Description Available"
"C155","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2760.376","-1248.684","180","CAP CER 10UF 10V X5R 0402"
"C153","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2873.626","-1271.713","270","CAP CER 10UF 10V X5R 0402"
"C154","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2916.495","-1271.713","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C152","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2647.885","-1108.587","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C156","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2762.115","-1205.332","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C214","10uF_16V_0603","BottomLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","2086.058","-2804.250","0","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C213","0.1uF_0402","BottomLayer","CAPC1005X56X25NL10T15","2093.364","-2850.885","180",""
"C207","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1432.821","-2849.619","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C206","1uF_16V_0402","TopLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_A","1376.476","-2846.666","270","None"
"C205","2.2uF_16V_0402","TopLayer","FP-C1005-050-0_05-IPC_A","1320.617","-2847.718","270","Multilayer Ceramic Capacitors 2.2µF ±10% 16V X5R SMD 0402"
"C204","10uF_16V_0603","TopLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","1260.528","-2842.636","270","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C190","10uF_16V_0603","BottomLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","2356.885","-3002.039","90","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C189","0.1uF_0402","BottomLayer","CAPC1005X56X25NL10T15","2409.494","-3002.039","270",""
"C187","4.7uF_50V_1206","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","2918.646","-3138.896","180","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C186","4.7uF_50V_1206","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","2918.209","-3229.448","180","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C183","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2465.416","-3309.757","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C182","1uF_16V_0402","TopLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_A","2415.381","-3251.172","180","None"
"C181","2.2uF_16V_0402","TopLayer","FP-C1005-050-0_05-IPC_A","2572.736","-3283.978","0","Multilayer Ceramic Capacitors 2.2µF ±10% 16V X5R SMD 0402"
"C180","10uF_16V_0603","TopLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","2420.140","-3199.140","180","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C177","47uF_16V_1206","TopLayer","FP-C3216-160-0_2-MFG","2387.430","-3032.434","180","Multilayer Ceramic Capacitors 47uF ±20% 16V X5R SMD 1206"
"C151","0.1uF_50V_0402","TopLayer","FP-C1005-050-0_05-IPC_C","2942.597","-2203.912","180","Multilayer Ceramic Capacitors 100nF ±10% 50V X7R SMD 0402"
"C150","10uF_25V_0603","TopLayer","FP-CL10-IPC_C","2957.262","-2156.750","0","Cap Ceramic 10uF 25V X5R ±20% Pad SMD 0603 +85°C T/R"
"C149","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2586.416","-1455.493","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C148","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2635.938","-1461.271","90","CAP CER 10UF 10V X5R 0402"
"C147","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2829.956","-1460.853","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C146","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2779.260","-1460.852","90","CAP CER 10UF 10V X5R 0402"
"C145","0.1uF_50V_0402","TopLayer","FP-C1005-050-0_05-IPC_C","2893.224","-2060.616","180","Multilayer Ceramic Capacitors 100nF ±10% 50V X7R SMD 0402"
"C144","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2343.273","-1926.040","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C143","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2342.035","-1972.072","180","CAP CER 10UF 10V X5R 0402"
"C142","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2373.039","-2170.952","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C141","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2373.039","-2122.400","0","CAP CER 10UF 10V X5R 0402"
"C140","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2568.184","-1361.488","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C139","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2616.090","-1361.488","90","CAP CER 10UF 10V X5R 0402"
"C138","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2806.858","-1362.171","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C137","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2759.146","-1362.171","90","CAP CER 10UF 10V X5R 0402"
"C136","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1904.155","-1048.192","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C135","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1904.155","-1230.190","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C134","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","1904.155","-1188.084","180","CAP CER 10UF 10V X5R 0402"
"C133","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2494.733","-2004.121","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C132","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2538.595","-2002.418","270","CAP CER 10UF 10V X5R 0402"
"C131","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2721.126","-2001.597","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C130","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2672.881","-1999.887","270","CAP CER 10UF 10V X5R 0402"
"C129","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2039.182","-1056.420","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C128","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2566.247","-1234.302","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C127","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2565.452","-1191.900","0","CAP CER 10UF 10V X5R 0402"
"C126","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2035.428","-1233.170","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C125","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2035.958","-1190.080","180","CAP CER 10UF 10V X5R 0402"
"C124","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2524.204","-1007.294","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C123","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2524.445","-1052.810","180","CAP CER 10UF 10V X5R 0402"
"C122","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1907.753","-2075.616","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C121","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1909.949","-1897.886","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C120","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","1909.448","-1942.190","180","CAP CER 10UF 10V X5R 0402"
"C119","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2578.666","-1858.365","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C118","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2621.258","-1858.365","270","CAP CER 10UF 10V X5R 0402"
"C117","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2812.091","-1860.839","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C116","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2763.372","-1858.365","270","CAP CER 10UF 10V X5R 0402"
"C115","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2257.334","-2119.660","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C114","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2254.952","-1927.930","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C113","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2255.213","-1975.266","180","CAP CER 10UF 10V X5R 0402"
"C112","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2415.860","-1239.128","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C111","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2418.814","-1190.954","180","CAP CER 10UF 10V X5R 0402"
"C110","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2418.812","-1008.478","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C109","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2418.814","-1052.300","180","CAP CER 10UF 10V X5R 0402"
"C108","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2319.206","-1050.336","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C107","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2591.294","-1724.333","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C106","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2637.635","-1722.280","270","CAP CER 10UF 10V X5R 0402"
"C105","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2779.631","-1720.989","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C104","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2822.410","-1720.989","270","CAP CER 10UF 10V X5R 0402"
"C103","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2320.697","-1236.330","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C102","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2320.697","-1190.954","0","CAP CER 10UF 10V X5R 0402"
"C101","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2140.898","-1050.772","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C100","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2136.901","-1235.150","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C99","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2138.110","-1190.518","0","CAP CER 10UF 10V X5R 0402"
"C98","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2641.034","-1592.653","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C97","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2682.282","-1593.221","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C96","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2723.758","-1592.219","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C95","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2773.213","-1592.218","270","CAP CER 10UF 10V X5R 0402"
"C94","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2173.615","-2119.224","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C93","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2173.108","-1930.976","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C92","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2171.829","-1979.444","180","CAP CER 10UF 10V X5R 0402"
"C91","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2085.195","-2115.284","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C90","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2233.881","-1052.300","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C89","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2232.858","-959.538","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C88","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2232.858","-1010.190","180","CAP CER 10UF 10V X5R 0402"
"C87","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2085.195","-2204.094","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C86","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2086.689","-2158.568","180","CAP CER 10UF 10V X5R 0402"
"C85","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2092.249","-1896.272","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C84","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2092.468","-1938.048","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C83","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2091.383","-1979.446","180","CAP CER 10UF 10V X5R 0402"
"C82","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1856.300","-1632.874","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C81","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1806.297","-1533.680","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C80","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1764.907","-1532.284","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C79","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","1813.742","-1632.039","270","CAP CER 10UF 10V X5R 0402"
"C78","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2230.390","-1236.330","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C77","10uF_10V_0402","TopLayer","FP-CL05A106MP5NUNC-MFG","2231.764","-1190.518","180","CAP CER 10UF 10V X5R 0402"
