Altium Designer Pick and Place Locations
C:\Documents\Altium\SM_Project\QUANTUM\PCI Mini าลอุ.467883.003\าลอุ.467143.002\Project Outputs for Time4CM4_PCIeCarrier\Time4CM4_PCIeCarrier_rev.1.0_P&P 2025-07-02 09-26\Time4CM4_PCIeCarrier_rev.1.0_Pick&Place 2025-07-02 09-26.csv

========================================================================================================================
File Design Information:

Date:       02.07.25
Time:       09:26
Revision:   378c555a0d7ff745b8025734d190c8b2dab80031
Variant:    No variations
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Layer","Comment","Description"
"C1","FP-GRM188-0_2-IPC_C","51.4000","19.0506","270","TopLayer","10uf","Chip Multilayer Ceramic Capacitors for General Purpose, 0603, 10uF, X5R, 15%, 20%, 35V"
"C2","CAPC0402(1005)60_L","47.7000","24.4500","180","TopLayer","Capacitor 10nF +/-20% 50V 0402","Chip Capacitor, 10nF +/-20%, 50V, 0402, Thickness 0.6 mm"
"C3","CAPC0402(1005)60_L","47.6500","16.7000","180","TopLayer","Capacitor 100nF +/-20% 25V 0402","Chip Capacitor, 100nF +/-20%, 25V, 0402, Thickness 0.6 mm"
"C4","FP-GRM21B-0_15-MFG","43.3746","12.8769","0","TopLayer","22uF","Chip Multilayer Ceramic Capacitors for General Purpose, 0805, 22uF, X5R, 15%, 20%, 6.3V"
"C5","FP-GRM21B-0_15-MFG","43.3746","14.8769","0","TopLayer","22uF","Chip Multilayer Ceramic Capacitors for General Purpose, 0805, 22uF, X5R, 15%, 20%, 6.3V"
"C6","FP-GRM21B-0_15-MFG","43.3746","10.8769","0","TopLayer","22uF","Chip Multilayer Ceramic Capacitors for General Purpose, 0805, 22uF, X5R, 15%, 20%, 6.3V"
"C7","FP-0402-L_1_0_1-W_0_5_0_1-IPC_A","36.9000","21.7000","270","TopLayer","33pF","General Purpose Ceramic Capacitor, 0402, 33pF, 5%, C0G, 30ppm/ฐC, 50V"
"C8","FP-GRM15-MFG","37.0750","46.5250","270","TopLayer","100nF","CAP CER 0.1UF 16V X7R 0402"
"C9","FP-C0402-BB-MFG","22.5750","56.3000","0","TopLayer","100nF","CAP CER 0.1UF 10V X5R 0402"
"C10","FP-GRM188-0_2-IPC_C","74.6000","55.8000","0","TopLayer","10uf","Chip Multilayer Ceramic Capacitors for General Purpose, 0603, 10uF, X5R, 15%, 20%, 35V"
